accession,experiment,experiment,instrument,run,spots,bases,size,published
SRR9178485,SRX5951118,SRX5951118[accn],NextSeq 500,SRR9178485,"26,722,418",8G,3.2Gb,6/7/19
SRR9178442,SRX5951161,SRX5951161[accn],NextSeq 500,SRR9178442,"33,342,643",10G,3.9Gb,6/7/19
SRR9178442,SRX5951161,SRX5951161[accn],NextSeq 500,SRR9178442,"33,342,643",10G,3.9Gb,6/7/19
SRR9178289,SRX5950845,SRX5950845[accn],NextSeq 500,SRR9178289,"35,348,562",10.6G,4.2Gb,6/7/19
SRR9178289,SRX5950845,SRX5950845[accn],NextSeq 500,SRR9178289,"35,348,562",10.6G,4.2Gb,6/7/19
SRR9178222,SRX5950912,SRX5950912[accn],NextSeq 500,SRR9178222,"33,979,526",10.2G,4.1Gb,6/7/19
SRR9178222,SRX5950912,SRX5950912[accn],NextSeq 500,SRR9178222,"33,979,526",10.2G,4.1Gb,6/7/19
SRR9178354,SRX5950780,SRX5950780[accn],NextSeq 500,SRR9178354,"33,039,205",9.9G,4Gb,6/7/19
SRR9178354,SRX5950780,SRX5950780[accn],NextSeq 500,SRR9178354,"33,039,205",9.9G,4Gb,6/7/19
SRR9178150,SRX5950984,SRX5950984[accn],NextSeq 500,SRR9178150,"27,460,397",8.2G,3.3Gb,6/7/19
SRR9178150,SRX5950984,SRX5950984[accn],NextSeq 500,SRR9178150,"27,460,397",8.2G,3.3Gb,6/7/19
SRR9178208,SRX5950926,SRX5950926[accn],NextSeq 500,SRR9178208,"31,111,459",9.3G,3.8Gb,6/7/19
SRR9178208,SRX5950926,SRX5950926[accn],NextSeq 500,SRR9178208,"31,111,459",9.3G,3.8Gb,6/7/19
SRR9178444,SRX5951159,SRX5951159[accn],NextSeq 500,SRR9178444,"26,104,153",7.8G,3.1Gb,6/7/19
SRR9178444,SRX5951159,SRX5951159[accn],NextSeq 500,SRR9178444,"26,104,153",7.8G,3.1Gb,6/7/19
SRR9178156,SRX5950978,SRX5950978[accn],NextSeq 500,SRR9178156,"24,274,767",7.3G,2.9Gb,6/7/19
SRR9178156,SRX5950978,SRX5950978[accn],NextSeq 500,SRR9178156,"24,274,767",7.3G,2.9Gb,6/7/19
SRR9178290,SRX5950844,SRX5950844[accn],NextSeq 500,SRR9178290,"27,870,387",8.4G,3.3Gb,6/7/19
SRR9178290,SRX5950844,SRX5950844[accn],NextSeq 500,SRR9178290,"27,870,387",8.4G,3.3Gb,6/7/19
SRR9178157,SRX5950977,SRX5950977[accn],NextSeq 500,SRR9178157,"28,999,324",8.7G,3.4Gb,6/7/19
SRR9178157,SRX5950977,SRX5950977[accn],NextSeq 500,SRR9178157,"28,999,324",8.7G,3.4Gb,6/7/19
SRR9178482,SRX5951121,SRX5951121[accn],NextSeq 500,SRR9178482,"33,659,289",10.1G,4Gb,6/7/19
SRR9178482,SRX5951121,SRX5951121[accn],NextSeq 500,SRR9178482,"33,659,289",10.1G,4Gb,6/7/19
SRR9178273,SRX5950861,SRX5950861[accn],NextSeq 500,SRR9178273,"28,534,005",8.6G,3.4Gb,6/7/19
SRR9178273,SRX5950861,SRX5950861[accn],NextSeq 500,SRR9178273,"28,534,005",8.6G,3.4Gb,6/7/19
SRR9178087,SRX5951047,SRX5951047[accn],NextSeq 500,SRR9178087,"38,958,226",11.7G,4.7Gb,6/7/19
SRR9178087,SRX5951047,SRX5951047[accn],NextSeq 500,SRR9178087,"38,958,226",11.7G,4.7Gb,6/7/19
SRR9178464,SRX5951139,SRX5951139[accn],NextSeq 500,SRR9178464,"39,294,556",11.8G,4.7Gb,6/7/19
SRR9178464,SRX5951139,SRX5951139[accn],NextSeq 500,SRR9178464,"39,294,556",11.8G,4.7Gb,6/7/19
SRR9178492,SRX5951111,SRX5951111[accn],NextSeq 500,SRR9178492,"31,747,341",9.5G,3.8Gb,6/7/19
SRR9178492,SRX5951111,SRX5951111[accn],NextSeq 500,SRR9178492,"31,747,341",9.5G,3.8Gb,6/7/19
SRR9178374,SRX5950760,SRX5950760[accn],NextSeq 500,SRR9178374,"30,645,145",9.2G,3.7Gb,6/7/19
SRR9178374,SRX5950760,SRX5950760[accn],NextSeq 500,SRR9178374,"30,645,145",9.2G,3.7Gb,6/7/19
SRR9178110,SRX5951024,SRX5951024[accn],NextSeq 500,SRR9178110,"32,194,412",9.7G,3.9Gb,6/7/19
SRR9178110,SRX5951024,SRX5951024[accn],NextSeq 500,SRR9178110,"32,194,412",9.7G,3.9Gb,6/7/19
SRR9178114,SRX5951020,SRX5951020[accn],NextSeq 500,SRR9178114,"28,042,668",8.4G,3.4Gb,6/7/19
SRR9178114,SRX5951020,SRX5951020[accn],NextSeq 500,SRR9178114,"28,042,668",8.4G,3.4Gb,6/7/19
SRR9178084,SRX5951050,SRX5951050[accn],NextSeq 500,SRR9178084,"28,123,977",8.4G,3.4Gb,6/7/19
SRR9178084,SRX5951050,SRX5951050[accn],NextSeq 500,SRR9178084,"28,123,977",8.4G,3.4Gb,6/7/19
SRR9178338,SRX5950796,SRX5950796[accn],NextSeq 500,SRR9178338,"31,382,038",9.4G,4Gb,6/7/19
SRR9178338,SRX5950796,SRX5950796[accn],NextSeq 500,SRR9178338,"31,382,038",9.4G,4Gb,6/7/19
SRR9178105,SRX5951029,SRX5951029[accn],NextSeq 500,SRR9178105,"32,424,853",9.7G,4.2Gb,6/7/19
SRR9178105,SRX5951029,SRX5951029[accn],NextSeq 500,SRR9178105,"32,424,853",9.7G,4.2Gb,6/7/19
SRR9178334,SRX5950800,SRX5950800[accn],NextSeq 500,SRR9178334,"33,820,520",10.2G,4.3Gb,6/7/19
SRR9178334,SRX5950800,SRX5950800[accn],NextSeq 500,SRR9178334,"33,820,520",10.2G,4.3Gb,6/7/19
SRR9178216,SRX5950918,SRX5950918[accn],NextSeq 500,SRR9178216,"27,595,479",8.3G,3.5Gb,6/7/19
SRR9178216,SRX5950918,SRX5950918[accn],NextSeq 500,SRR9178216,"27,595,479",8.3G,3.5Gb,6/7/19
SRR9178117,SRX5951017,SRX5951017[accn],NextSeq 500,SRR9178117,"28,020,505",8.4G,3.6Gb,6/7/19
SRR9178117,SRX5951017,SRX5951017[accn],NextSeq 500,SRR9178117,"28,020,505",8.4G,3.6Gb,6/7/19
SRR9178536,SRX5951067,SRX5951067[accn],NextSeq 500,SRR9178536,"34,320,824",10.3G,4.4Gb,6/7/19
SRR9178536,SRX5951067,SRX5951067[accn],NextSeq 500,SRR9178536,"34,320,824",10.3G,4.4Gb,6/7/19
SRR9178371,SRX5950763,SRX5950763[accn],NextSeq 500,SRR9178371,"30,957,199",9.3G,4Gb,6/7/19
SRR9178371,SRX5950763,SRX5950763[accn],NextSeq 500,SRR9178371,"30,957,199",9.3G,4Gb,6/7/19
SRR9178234,SRX5950900,SRX5950900[accn],NextSeq 500,SRR9178234,"30,741,615",9.2G,4Gb,6/7/19
SRR9178234,SRX5950900,SRX5950900[accn],NextSeq 500,SRR9178234,"30,741,615",9.2G,4Gb,6/7/19
SRR9178458,SRX5951145,SRX5951145[accn],NextSeq 500,SRR9178458,"31,274,973",9.4G,4.1Gb,6/7/19
SRR9178458,SRX5951145,SRX5951145[accn],NextSeq 500,SRR9178458,"31,274,973",9.4G,4.1Gb,6/7/19
SRR9178489,SRX5951114,SRX5951114[accn],NextSeq 500,SRR9178489,"48,981,125",14.7G,6.4Gb,6/7/19
SRR9178489,SRX5951114,SRX5951114[accn],NextSeq 500,SRR9178489,"48,981,125",14.7G,6.4Gb,6/7/19
SRR9178280,SRX5950854,SRX5950854[accn],NextSeq 500,SRR9178280,"27,879,304",8.4G,3.7Gb,6/7/19
SRR9178280,SRX5950854,SRX5950854[accn],NextSeq 500,SRR9178280,"27,879,304",8.4G,3.7Gb,6/7/19
SRR9178068,SRX5951066,SRX5951066[accn],NextSeq 500,SRR9178068,"38,718,832",11.6G,5Gb,6/7/19
SRR9178068,SRX5951066,SRX5951066[accn],NextSeq 500,SRR9178068,"38,718,832",11.6G,5Gb,6/7/19
SRR9178285,SRX5950849,SRX5950849[accn],NextSeq 500,SRR9178285,"28,169,368",8.5G,3.4Gb,6/7/19
SRR9178285,SRX5950849,SRX5950849[accn],NextSeq 500,SRR9178285,"28,169,368",8.5G,3.4Gb,6/7/19
SRR9178151,SRX5950983,SRX5950983[accn],NextSeq 500,SRR9178151,"29,763,914",8.9G,3.6Gb,6/7/19
SRR9178151,SRX5950983,SRX5950983[accn],NextSeq 500,SRR9178151,"29,763,914",8.9G,3.6Gb,6/7/19
SRR9178286,SRX5950848,SRX5950848[accn],NextSeq 500,SRR9178286,"25,550,754",7.7G,3.1Gb,6/7/19
SRR9178286,SRX5950848,SRX5950848[accn],NextSeq 500,SRR9178286,"25,550,754",7.7G,3.1Gb,6/7/19
SRR9178085,SRX5951049,SRX5951049[accn],NextSeq 500,SRR9178085,"37,185,215",11.2G,4.5Gb,6/7/19
SRR9178085,SRX5951049,SRX5951049[accn],NextSeq 500,SRR9178085,"37,185,215",11.2G,4.5Gb,6/7/19
SRR9178293,SRX5950841,SRX5950841[accn],NextSeq 500,SRR9178293,"32,755,086",9.8G,4.1Gb,6/7/19
SRR9178293,SRX5950841,SRX5950841[accn],NextSeq 500,SRR9178293,"32,755,086",9.8G,4.1Gb,6/7/19
SRR9178221,SRX5950913,SRX5950913[accn],NextSeq 500,SRR9178221,"38,373,700",11.5G,4.7Gb,6/7/19
SRR9178221,SRX5950913,SRX5950913[accn],NextSeq 500,SRR9178221,"38,373,700",11.5G,4.7Gb,6/7/19
SRR9178355,SRX5950779,SRX5950779[accn],NextSeq 500,SRR9178355,"37,948,327",11.4G,4.6Gb,6/7/19
SRR9178355,SRX5950779,SRX5950779[accn],NextSeq 500,SRR9178355,"37,948,327",11.4G,4.6Gb,6/7/19
SRR9178481,SRX5951122,SRX5951122[accn],NextSeq 500,SRR9178481,"37,382,981",11.2G,4.6Gb,6/7/19
SRR9178481,SRX5951122,SRX5951122[accn],NextSeq 500,SRR9178481,"37,382,981",11.2G,4.6Gb,6/7/19
SRR9178152,SRX5950982,SRX5950982[accn],NextSeq 500,SRR9178152,"33,282,461",10G,4Gb,6/7/19
SRR9178152,SRX5950982,SRX5950982[accn],NextSeq 500,SRR9178152,"33,282,461",10G,4Gb,6/7/19
SRR9178533,SRX5951070,SRX5951070[accn],NextSeq 500,SRR9178533,"34,492,045",10.4G,4.3Gb,6/7/19
SRR9178533,SRX5951070,SRX5951070[accn],NextSeq 500,SRR9178533,"34,492,045",10.4G,4.3Gb,6/7/19
SRR9178086,SRX5951048,SRX5951048[accn],NextSeq 500,SRR9178086,"30,934,620",9.3G,3.8Gb,6/7/19
SRR9178086,SRX5951048,SRX5951048[accn],NextSeq 500,SRR9178086,"30,934,620",9.3G,3.8Gb,6/7/19
SRR9178408,SRX5951195,SRX5951195[accn],NextSeq 500,SRR9178408,"37,622,921",11.3G,4.6Gb,6/7/19
SRR9178408,SRX5951195,SRX5951195[accn],NextSeq 500,SRR9178408,"37,622,921",11.3G,4.6Gb,6/7/19
SRR9178407,SRX5951196,SRX5951196[accn],NextSeq 500,SRR9178407,"21,315,804",6.4G,2.5Gb,6/7/19
SRR9178407,SRX5951196,SRX5951196[accn],NextSeq 500,SRR9178407,"21,315,804",6.4G,2.5Gb,6/7/19
SRR9178094,SRX5951040,SRX5951040[accn],NextSeq 500,SRR9178094,"28,719,831",8.6G,3.4Gb,6/7/19
SRR9178094,SRX5951040,SRX5951040[accn],NextSeq 500,SRR9178094,"28,719,831",8.6G,3.4Gb,6/7/19
SRR9178411,SRX5951192,SRX5951192[accn],NextSeq 500,SRR9178411,"28,581,570",8.6G,3.3Gb,6/7/19
SRR9178411,SRX5951192,SRX5951192[accn],NextSeq 500,SRR9178411,"28,581,570",8.6G,3.3Gb,6/7/19
SRR9178226,SRX5950908,SRX5950908[accn],NextSeq 500,SRR9178226,"25,576,635",7.7G,3Gb,6/7/19
SRR9178226,SRX5950908,SRX5950908[accn],NextSeq 500,SRR9178226,"25,576,635",7.7G,3Gb,6/7/19
SRR9178488,SRX5951115,SRX5951115[accn],NextSeq 500,SRR9178488,"28,791,859",8.6G,3.3Gb,6/7/19
SRR9178488,SRX5951115,SRX5951115[accn],NextSeq 500,SRR9178488,"28,791,859",8.6G,3.3Gb,6/7/19
SRR9178461,SRX5951142,SRX5951142[accn],NextSeq 500,SRR9178461,"25,644,709",7.7G,3Gb,6/7/19
SRR9178461,SRX5951142,SRX5951142[accn],NextSeq 500,SRR9178461,"25,644,709",7.7G,3Gb,6/7/19
SRR9178500,SRX5951103,SRX5951103[accn],NextSeq 500,SRR9178500,"22,777,497",6.8G,2.7Gb,6/7/19
SRR9178500,SRX5951103,SRX5951103[accn],NextSeq 500,SRR9178500,"22,777,497",6.8G,2.7Gb,6/7/19
SRR9178278,SRX5950856,SRX5950856[accn],NextSeq 500,SRR9178278,"37,694,987",11.3G,4.4Gb,6/7/19
SRR9178278,SRX5950856,SRX5950856[accn],NextSeq 500,SRR9178278,"37,694,987",11.3G,4.4Gb,6/7/19
SRR9178189,SRX5950945,SRX5950945[accn],NextSeq 500,SRR9178189,"29,538,339",8.9G,3.5Gb,6/7/19
SRR9178189,SRX5950945,SRX5950945[accn],NextSeq 500,SRR9178189,"29,538,339",8.9G,3.5Gb,6/7/19
SRR9178111,SRX5951023,SRX5951023[accn],NextSeq 500,SRR9178111,"37,458,383",11.3G,4.4Gb,6/7/19
SRR9178111,SRX5951023,SRX5951023[accn],NextSeq 500,SRR9178111,"37,458,383",11.3G,4.4Gb,6/7/19
SRR9178235,SRX5950899,SRX5950899[accn],NextSeq 500,SRR9178235,"39,401,816",11.8G,4.6Gb,6/7/19
SRR9178235,SRX5950899,SRX5950899[accn],NextSeq 500,SRR9178235,"39,401,816",11.8G,4.6Gb,6/7/19
SRR9178463,SRX5951140,SRX5951140[accn],NextSeq 500,SRR9178463,"25,279,861",7.6G,3Gb,6/7/19
SRR9178463,SRX5951140,SRX5951140[accn],NextSeq 500,SRR9178463,"25,279,861",7.6G,3Gb,6/7/19
SRR5720299,SRX2937255,SRX2937255[accn],NextSeq 550,SRR5720299,"13,333,617",4G,1.5Gb,5/1/18
SRR5720299,SRX2937255,SRX2937255[accn],NextSeq 550,SRR5720299,"13,333,617",4G,1.5Gb,5/1/18
SRR5720300,SRX2937254,SRX2937254[accn],NextSeq 550,SRR5720300,"10,540,927",3.2G,1.2Gb,5/1/18
SRR5720300,SRX2937254,SRX2937254[accn],NextSeq 550,SRR5720300,"10,540,927",3.2G,1.2Gb,5/1/18
SRR5720301,SRX2937253,SRX2937253[accn],NextSeq 550,SRR5720301,"12,242,781",3.7G,1.3Gb,5/1/18
SRR5720301,SRX2937253,SRX2937253[accn],NextSeq 550,SRR5720301,"12,242,781",3.7G,1.3Gb,5/1/18
SRR5720302,SRX2937252,SRX2937252[accn],NextSeq 550,SRR5720302,"41,507,610",12.5G,4.9Gb,5/1/18
SRR5720302,SRX2937252,SRX2937252[accn],NextSeq 550,SRR5720302,"41,507,610",12.5G,4.9Gb,5/1/18
SRR5720303,SRX2937251,SRX2937251[accn],NextSeq 550,SRR5720303,"26,554,323",8G,3.1Gb,5/1/18
SRR5720303,SRX2937251,SRX2937251[accn],NextSeq 550,SRR5720303,"26,554,323",8G,3.1Gb,5/1/18
SRR5720304,SRX2937250,SRX2937250[accn],NextSeq 550,SRR5720304,"20,096,976",6G,2.4Gb,5/1/18
SRR5720304,SRX2937250,SRX2937250[accn],NextSeq 550,SRR5720304,"20,096,976",6G,2.4Gb,5/1/18
SRR5720305,SRX2937249,SRX2937249[accn],NextSeq 550,SRR5720305,"28,122,089",8.4G,3.3Gb,5/1/18
SRR5720305,SRX2937249,SRX2937249[accn],NextSeq 550,SRR5720305,"28,122,089",8.4G,3.3Gb,5/1/18
SRR5720306,SRX2937248,SRX2937248[accn],NextSeq 550,SRR5720306,"21,950,314",6.6G,2.6Gb,5/1/18
SRR5720306,SRX2937248,SRX2937248[accn],NextSeq 550,SRR5720306,"21,950,314",6.6G,2.6Gb,5/1/18
SRR5720297,SRX2937257,SRX2937257[accn],NextSeq 550,SRR5720297,"31,649,155",9.5G,3.6Gb,5/1/18
SRR5720297,SRX2937257,SRX2937257[accn],NextSeq 550,SRR5720297,"31,649,155",9.5G,3.6Gb,5/1/18
SRR5720298,SRX2937256,SRX2937256[accn],NextSeq 550,SRR5720298,"23,448,593",7G,2.7Gb,5/1/18
SRR5720298,SRX2937256,SRX2937256[accn],NextSeq 550,SRR5720298,"23,448,593",7G,2.7Gb,5/1/18
SRR5720225,SRX2937329,SRX2937329[accn],NextSeq 550,SRR5720225,"25,291,252",7.6G,2.9Gb,5/1/18
SRR5720225,SRX2937329,SRX2937329[accn],NextSeq 550,SRR5720225,"25,291,252",7.6G,2.9Gb,5/1/18
SRR5720226,SRX2937328,SRX2937328[accn],NextSeq 550,SRR5720226,"31,199,129",9.4G,3.9Gb,5/1/18
SRR5720226,SRX2937328,SRX2937328[accn],NextSeq 550,SRR5720226,"31,199,129",9.4G,3.9Gb,5/1/18
SRR5720227,SRX2937327,SRX2937327[accn],NextSeq 550,SRR5720227,"22,370,133",6.7G,2.6Gb,5/1/18
SRR5720227,SRX2937327,SRX2937327[accn],NextSeq 550,SRR5720227,"22,370,133",6.7G,2.6Gb,5/1/18
SRR5720228,SRX2937326,SRX2937326[accn],NextSeq 550,SRR5720228,"31,512,521",9.5G,3.6Gb,5/1/18
SRR5720228,SRX2937326,SRX2937326[accn],NextSeq 550,SRR5720228,"31,512,521",9.5G,3.6Gb,5/1/18
SRR5720221,SRX2937333,SRX2937333[accn],NextSeq 550,SRR5720221,"25,125,604",7.5G,3.1Gb,5/1/18
SRR5720221,SRX2937333,SRX2937333[accn],NextSeq 550,SRR5720221,"25,125,604",7.5G,3.1Gb,5/1/18
SRR5720222,SRX2937332,SRX2937332[accn],NextSeq 550,SRR5720222,"26,379,124",7.9G,3.1Gb,5/1/18
SRR5720222,SRX2937332,SRX2937332[accn],NextSeq 550,SRR5720222,"26,379,124",7.9G,3.1Gb,5/1/18
SRR5720223,SRX2937331,SRX2937331[accn],NextSeq 550,SRR5720223,"29,188,845",8.8G,3.4Gb,5/1/18
SRR5720223,SRX2937331,SRX2937331[accn],NextSeq 550,SRR5720223,"29,188,845",8.8G,3.4Gb,5/1/18
SRR5720224,SRX2937330,SRX2937330[accn],NextSeq 550,SRR5720224,"19,503,759",5.9G,2.3Gb,5/1/18
SRR5720224,SRX2937330,SRX2937330[accn],NextSeq 550,SRR5720224,"19,503,759",5.9G,2.3Gb,5/1/18
SRR5720219,SRX2937335,SRX2937335[accn],NextSeq 550,SRR5720219,"22,377,770",6.7G,2.6Gb,5/1/18
SRR5720219,SRX2937335,SRX2937335[accn],NextSeq 550,SRR5720219,"22,377,770",6.7G,2.6Gb,5/1/18
SRR5720220,SRX2937334,SRX2937334[accn],NextSeq 550,SRR5720220,"18,532,257",5.6G,2.2Gb,5/1/18
SRR5720220,SRX2937334,SRX2937334[accn],NextSeq 550,SRR5720220,"18,532,257",5.6G,2.2Gb,5/1/18
SRR5720242,SRX2937312,SRX2937312[accn],NextSeq 550,SRR5720242,"25,512,857",7.7G,3.1Gb,5/1/18
SRR5720242,SRX2937312,SRX2937312[accn],NextSeq 550,SRR5720242,"25,512,857",7.7G,3.1Gb,5/1/18
SRR5720241,SRX2937313,SRX2937313[accn],NextSeq 550,SRR5720241,"32,721,051",9.8G,3.9Gb,5/1/18
SRR5720241,SRX2937313,SRX2937313[accn],NextSeq 550,SRR5720241,"32,721,051",9.8G,3.9Gb,5/1/18
SRR5720244,SRX2937310,SRX2937310[accn],NextSeq 550,SRR5720244,"39,013,537",11.7G,4.7Gb,5/1/18
SRR5720244,SRX2937310,SRX2937310[accn],NextSeq 550,SRR5720244,"39,013,537",11.7G,4.7Gb,5/1/18
SRR5720243,SRX2937311,SRX2937311[accn],NextSeq 550,SRR5720243,"40,531,155",12.2G,4.8Gb,5/1/18
SRR5720243,SRX2937311,SRX2937311[accn],NextSeq 550,SRR5720243,"40,531,155",12.2G,4.8Gb,5/1/18
SRR5720246,SRX2937308,SRX2937308[accn],NextSeq 550,SRR5720246,"33,468,362",10G,4Gb,5/1/18
SRR5720246,SRX2937308,SRX2937308[accn],NextSeq 550,SRR5720246,"33,468,362",10G,4Gb,5/1/18
SRR5720245,SRX2937309,SRX2937309[accn],NextSeq 550,SRR5720245,"31,170,529",9.4G,3.8Gb,5/1/18
SRR5720245,SRX2937309,SRX2937309[accn],NextSeq 550,SRR5720245,"31,170,529",9.4G,3.8Gb,5/1/18
SRR5720248,SRX2937306,SRX2937306[accn],NextSeq 550,SRR5720248,"23,767,421",7.1G,2.9Gb,5/1/18
SRR5720248,SRX2937306,SRX2937306[accn],NextSeq 550,SRR5720248,"23,767,421",7.1G,2.9Gb,5/1/18
SRR5720247,SRX2937307,SRX2937307[accn],NextSeq 550,SRR5720247,"26,441,873",7.9G,3.2Gb,5/1/18
SRR5720247,SRX2937307,SRX2937307[accn],NextSeq 550,SRR5720247,"26,441,873",7.9G,3.2Gb,5/1/18
SRR5720240,SRX2937314,SRX2937314[accn],NextSeq 550,SRR5720240,"26,191,174",7.9G,3.2Gb,5/1/18
SRR5720239,SRX2937315,SRX2937315[accn],NextSeq 550,SRR5720239,"34,151,795",10.2G,4.1Gb,5/1/18
SRR5720239,SRX2937315,SRX2937315[accn],NextSeq 550,SRR5720239,"34,151,795",10.2G,4.1Gb,5/1/18
SRR5720269,SRX2937285,SRX2937285[accn],NextSeq 550,SRR5720269,"17,902,513",5.4G,2.1Gb,5/1/18
SRR5720269,SRX2937285,SRX2937285[accn],NextSeq 550,SRR5720269,"17,902,513",5.4G,2.1Gb,5/1/18
SRR5720270,SRX2937284,SRX2937284[accn],NextSeq 550,SRR5720270,"45,464,228",13.6G,5.4Gb,5/1/18
SRR5720270,SRX2937284,SRX2937284[accn],NextSeq 550,SRR5720270,"45,464,228",13.6G,5.4Gb,5/1/18
SRR5720267,SRX2937287,SRX2937287[accn],NextSeq 550,SRR5720267,"45,638,515",13.7G,5.5Gb,5/1/18
SRR5720267,SRX2937287,SRX2937287[accn],NextSeq 550,SRR5720267,"45,638,515",13.7G,5.5Gb,5/1/18
SRR5720268,SRX2937286,SRX2937286[accn],NextSeq 550,SRR5720268,"17,826,774",5.3G,2.1Gb,5/1/18
SRR5720268,SRX2937286,SRX2937286[accn],NextSeq 550,SRR5720268,"17,826,774",5.3G,2.1Gb,5/1/18
SRR5720273,SRX2937281,SRX2937281[accn],NextSeq 550,SRR5720273,"31,242,438",9.4G,3.8Gb,5/1/18
SRR5720273,SRX2937281,SRX2937281[accn],NextSeq 550,SRR5720273,"31,242,438",9.4G,3.8Gb,5/1/18
SRR5720274,SRX2937280,SRX2937280[accn],NextSeq 550,SRR5720274,"35,956,418",10.8G,4.3Gb,5/1/18
SRR5720274,SRX2937280,SRX2937280[accn],NextSeq 550,SRR5720274,"35,956,418",10.8G,4.3Gb,5/1/18
SRR5720271,SRX2937283,SRX2937283[accn],NextSeq 550,SRR5720271,"25,313,647",7.6G,3.1Gb,5/1/18
SRR5720271,SRX2937283,SRX2937283[accn],NextSeq 550,SRR5720271,"25,313,647",7.6G,3.1Gb,5/1/18
SRR5720272,SRX2937282,SRX2937282[accn],NextSeq 550,SRR5720272,"31,854,278",9.6G,3.8Gb,5/1/18
SRR5720272,SRX2937282,SRX2937282[accn],NextSeq 550,SRR5720272,"31,854,278",9.6G,3.8Gb,5/1/18
SRR5720265,SRX2937289,SRX2937289[accn],NextSeq 550,SRR5720265,"38,669,468",11.6G,4.6Gb,5/1/18
SRR5720265,SRX2937289,SRX2937289[accn],NextSeq 550,SRR5720265,"38,669,468",11.6G,4.6Gb,5/1/18
SRR5720266,SRX2937288,SRX2937288[accn],NextSeq 550,SRR5720266,"23,802,307",7.1G,2.9Gb,5/1/18
SRR5720266,SRX2937288,SRX2937288[accn],NextSeq 550,SRR5720266,"23,802,307",7.1G,2.9Gb,5/1/18
SRR5720296,SRX2937258,SRX2937258[accn],NextSeq 550,SRR5720296,"25,392,429",7.6G,3Gb,5/1/18
SRR5720296,SRX2937258,SRX2937258[accn],NextSeq 550,SRR5720296,"25,392,429",7.6G,3Gb,5/1/18
SRR5720295,SRX2937259,SRX2937259[accn],NextSeq 550,SRR5720295,"15,276,603",4.6G,1.9Gb,5/1/18
SRR5720295,SRX2937259,SRX2937259[accn],NextSeq 550,SRR5720295,"15,276,603",4.6G,1.9Gb,5/1/18
SRR5720294,SRX2937260,SRX2937260[accn],NextSeq 550,SRR5720294,"25,687,196",7.7G,3.1Gb,5/1/18
SRR5720294,SRX2937260,SRX2937260[accn],NextSeq 550,SRR5720294,"25,687,196",7.7G,3.1Gb,5/1/18
SRR5720293,SRX2937261,SRX2937261[accn],NextSeq 550,SRR5720293,"40,651,674",12.2G,5Gb,5/1/18
SRR5720293,SRX2937261,SRX2937261[accn],NextSeq 550,SRR5720293,"40,651,674",12.2G,5Gb,5/1/18
SRR5720292,SRX2937262,SRX2937262[accn],NextSeq 550,SRR5720292,"33,191,291",10G,4Gb,5/1/18
SRR5720292,SRX2937262,SRX2937262[accn],NextSeq 550,SRR5720292,"33,191,291",10G,4Gb,5/1/18
SRR5720291,SRX2937263,SRX2937263[accn],NextSeq 550,SRR5720291,"35,506,650",10.7G,4.2Gb,5/1/18
SRR5720291,SRX2937263,SRX2937263[accn],NextSeq 550,SRR5720291,"35,506,650",10.7G,4.2Gb,5/1/18
SRR5720290,SRX2937264,SRX2937264[accn],NextSeq 550,SRR5720290,"37,928,374",11.4G,4.6Gb,5/1/18
SRR5720290,SRX2937264,SRX2937264[accn],NextSeq 550,SRR5720290,"37,928,374",11.4G,4.6Gb,5/1/18
SRR5720289,SRX2937265,SRX2937265[accn],NextSeq 550,SRR5720289,"15,341,429",4.6G,1.8Gb,5/1/18
SRR5720289,SRX2937265,SRX2937265[accn],NextSeq 550,SRR5720289,"15,341,429",4.6G,1.8Gb,5/1/18
SRR5720288,SRX2937266,SRX2937266[accn],NextSeq 550,SRR5720288,"12,150,878",3.6G,1.5Gb,5/1/18
SRR5720288,SRX2937266,SRX2937266[accn],NextSeq 550,SRR5720288,"12,150,878",3.6G,1.5Gb,5/1/18
SRR5720287,SRX2937267,SRX2937267[accn],NextSeq 550,SRR5720287,"13,236,718",4G,1.6Gb,5/1/18
SRR5720287,SRX2937267,SRX2937267[accn],NextSeq 550,SRR5720287,"13,236,718",4G,1.6Gb,5/1/18
SRR5720310,SRX2937244,SRX2937244[accn],NextSeq 550,SRR5720310,"24,098,907",7.2G,2.8Gb,5/1/18
SRR5720310,SRX2937244,SRX2937244[accn],NextSeq 550,SRR5720310,"24,098,907",7.2G,2.8Gb,5/1/18
SRR5720311,SRX2937243,SRX2937243[accn],NextSeq 550,SRR5720311,"35,891,185",10.8G,4.3Gb,5/1/18
SRR5720311,SRX2937243,SRX2937243[accn],NextSeq 550,SRR5720311,"35,891,185",10.8G,4.3Gb,5/1/18
SRR5720312,SRX2937242,SRX2937242[accn],NextSeq 550,SRR5720312,"29,558,270",8.9G,3.6Gb,5/1/18
SRR5720312,SRX2937242,SRX2937242[accn],NextSeq 550,SRR5720312,"29,558,270",8.9G,3.6Gb,5/1/18
SRR5720313,SRX2937241,SRX2937241[accn],NextSeq 550,SRR5720313,"18,120,933",5.4G,2.2Gb,5/1/18
SRR5720313,SRX2937241,SRX2937241[accn],NextSeq 550,SRR5720313,"18,120,933",5.4G,2.2Gb,5/1/18
SRR5720314,SRX2937240,SRX2937240[accn],NextSeq 550,SRR5720314,"15,653,365",4.7G,1.8Gb,5/1/18
