experiment,instrument,run,spots,bases,size,published
SRX5951050[accn],NextSeq 500,SRR9178084,"28,123,977",8.4G,3.4Gb,2019-06-07
SRX5951050[accn],NextSeq 500,SRR9178084,"28,123,977",8.4G,3.4Gb,2019-06-07
SRX5950796[accn],NextSeq 500,SRR9178338,"31,382,038",9.4G,4Gb,2019-06-07
SRX5950796[accn],NextSeq 500,SRR9178338,"31,382,038",9.4G,4Gb,2019-06-07
SRX5951029[accn],NextSeq 500,SRR9178105,"32,424,853",9.7G,4.2Gb,2019-06-07
SRX5951029[accn],NextSeq 500,SRR9178105,"32,424,853",9.7G,4.2Gb,2019-06-07
SRX5950800[accn],NextSeq 500,SRR9178334,"33,820,520",10.2G,4.3Gb,2019-06-07
SRX5950800[accn],NextSeq 500,SRR9178334,"33,820,520",10.2G,4.3Gb,2019-06-07
SRX5950918[accn],NextSeq 500,SRR9178216,"27,595,479",8.3G,3.5Gb,2019-06-07
SRX5950918[accn],NextSeq 500,SRR9178216,"27,595,479",8.3G,3.5Gb,2019-06-07
SRX5951017[accn],NextSeq 500,SRR9178117,"28,020,505",8.4G,3.6Gb,2019-06-07
SRX5951017[accn],NextSeq 500,SRR9178117,"28,020,505",8.4G,3.6Gb,2019-06-07
SRX5951067[accn],NextSeq 500,SRR9178536,"34,320,824",10.3G,4.4Gb,2019-06-07
SRX5951067[accn],NextSeq 500,SRR9178536,"34,320,824",10.3G,4.4Gb,2019-06-07
SRX5950763[accn],NextSeq 500,SRR9178371,"30,957,199",9.3G,4Gb,2019-06-07
SRX5950763[accn],NextSeq 500,SRR9178371,"30,957,199",9.3G,4Gb,2019-06-07
SRX5950900[accn],NextSeq 500,SRR9178234,"30,741,615",9.2G,4Gb,2019-06-07
SRX5950900[accn],NextSeq 500,SRR9178234,"30,741,615",9.2G,4Gb,2019-06-07
SRX5951145[accn],NextSeq 500,SRR9178458,"31,274,973",9.4G,4.1Gb,2019-06-07
SRX5951145[accn],NextSeq 500,SRR9178458,"31,274,973",9.4G,4.1Gb,2019-06-07
SRX5951114[accn],NextSeq 500,SRR9178489,"48,981,125",14.7G,6.4Gb,2019-06-07
SRX5951114[accn],NextSeq 500,SRR9178489,"48,981,125",14.7G,6.4Gb,2019-06-07
SRX5950854[accn],NextSeq 500,SRR9178280,"27,879,304",8.4G,3.7Gb,2019-06-07
SRX5950854[accn],NextSeq 500,SRR9178280,"27,879,304",8.4G,3.7Gb,2019-06-07
SRX5951066[accn],NextSeq 500,SRR9178068,"38,718,832",11.6G,5Gb,2019-06-07
SRX5951066[accn],NextSeq 500,SRR9178068,"38,718,832",11.6G,5Gb,2019-06-07
SRX5950849[accn],NextSeq 500,SRR9178285,"28,169,368",8.5G,3.4Gb,2019-06-07
SRX5950849[accn],NextSeq 500,SRR9178285,"28,169,368",8.5G,3.4Gb,2019-06-07
SRX5950983[accn],NextSeq 500,SRR9178151,"29,763,914",8.9G,3.6Gb,2019-06-07
SRX5950983[accn],NextSeq 500,SRR9178151,"29,763,914",8.9G,3.6Gb,2019-06-07
SRX5950848[accn],NextSeq 500,SRR9178286,"25,550,754",7.7G,3.1Gb,2019-06-07
SRX5950848[accn],NextSeq 500,SRR9178286,"25,550,754",7.7G,3.1Gb,2019-06-07
SRX5951049[accn],NextSeq 500,SRR9178085,"37,185,215",11.2G,4.5Gb,2019-06-07
SRX5951049[accn],NextSeq 500,SRR9178085,"37,185,215",11.2G,4.5Gb,2019-06-07
SRX5950841[accn],NextSeq 500,SRR9178293,"32,755,086",9.8G,4.1Gb,2019-06-07
SRX5950841[accn],NextSeq 500,SRR9178293,"32,755,086",9.8G,4.1Gb,2019-06-07
SRX5950913[accn],NextSeq 500,SRR9178221,"38,373,700",11.5G,4.7Gb,2019-06-07
SRX5950913[accn],NextSeq 500,SRR9178221,"38,373,700",11.5G,4.7Gb,2019-06-07
SRX5950779[accn],NextSeq 500,SRR9178355,"37,948,327",11.4G,4.6Gb,2019-06-07
SRX5950779[accn],NextSeq 500,SRR9178355,"37,948,327",11.4G,4.6Gb,2019-06-07
SRX5951122[accn],NextSeq 500,SRR9178481,"37,382,981",11.2G,4.6Gb,2019-06-07
SRX5951122[accn],NextSeq 500,SRR9178481,"37,382,981",11.2G,4.6Gb,2019-06-07
SRX5950982[accn],NextSeq 500,SRR9178152,"33,282,461",10G,4Gb,2019-06-07
SRX5950982[accn],NextSeq 500,SRR9178152,"33,282,461",10G,4Gb,2019-06-07
SRX5951070[accn],NextSeq 500,SRR9178533,"34,492,045",10.4G,4.3Gb,2019-06-07
SRX5951070[accn],NextSeq 500,SRR9178533,"34,492,045",10.4G,4.3Gb,2019-06-07
SRX5951048[accn],NextSeq 500,SRR9178086,"30,934,620",9.3G,3.8Gb,2019-06-07
SRX5951048[accn],NextSeq 500,SRR9178086,"30,934,620",9.3G,3.8Gb,2019-06-07
SRX5951195[accn],NextSeq 500,SRR9178408,"37,622,921",11.3G,4.6Gb,2019-06-07
SRX5951195[accn],NextSeq 500,SRR9178408,"37,622,921",11.3G,4.6Gb,2019-06-07
SRX5951196[accn],NextSeq 500,SRR9178407,"21,315,804",6.4G,2.5Gb,2019-06-07
SRX5951196[accn],NextSeq 500,SRR9178407,"21,315,804",6.4G,2.5Gb,2019-06-07
SRX5951040[accn],NextSeq 500,SRR9178094,"28,719,831",8.6G,3.4Gb,2019-06-07
SRX5951040[accn],NextSeq 500,SRR9178094,"28,719,831",8.6G,3.4Gb,2019-06-07
SRX5951192[accn],NextSeq 500,SRR9178411,"28,581,570",8.6G,3.3Gb,2019-06-07
SRX5951192[accn],NextSeq 500,SRR9178411,"28,581,570",8.6G,3.3Gb,2019-06-07
SRX5950908[accn],NextSeq 500,SRR9178226,"25,576,635",7.7G,3Gb,2019-06-07
SRX5950908[accn],NextSeq 500,SRR9178226,"25,576,635",7.7G,3Gb,2019-06-07
SRX5951115[accn],NextSeq 500,SRR9178488,"28,791,859",8.6G,3.3Gb,2019-06-07
SRX5951115[accn],NextSeq 500,SRR9178488,"28,791,859",8.6G,3.3Gb,2019-06-07
SRX5951142[accn],NextSeq 500,SRR9178461,"25,644,709",7.7G,3Gb,2019-06-07
