experiment,instrument,run,spots,bases,size,published
SRX5951071[accn],NextSeq 500,SRR9178532,"33,924,916",10.2G,3.9Gb,2019-06-07
SRX5951071[accn],NextSeq 500,SRR9178532,"33,924,916",10.2G,3.9Gb,2019-06-07
SRX5950731[accn],NextSeq 500,SRR9178403,"25,808,648",7.7G,3Gb,2019-06-07
SRX5950731[accn],NextSeq 500,SRR9178403,"25,808,648",7.7G,3Gb,2019-06-07
SRX5951112[accn],NextSeq 500,SRR9178491,"29,760,224",8.9G,3.4Gb,2019-06-07
SRX5951112[accn],NextSeq 500,SRR9178491,"29,760,224",8.9G,3.4Gb,2019-06-07
SRX5950803[accn],NextSeq 500,SRR9178331,"31,387,537",9.4G,3.6Gb,2019-06-07
SRX5950803[accn],NextSeq 500,SRR9178331,"31,387,537",9.4G,3.6Gb,2019-06-07
SRX5951096[accn],NextSeq 500,SRR9178507,"30,860,352",9.3G,3.6Gb,2019-06-07
SRX5951096[accn],NextSeq 500,SRR9178507,"30,860,352",9.3G,3.6Gb,2019-06-07
SRX5951054[accn],NextSeq 500,SRR9178080,"32,683,674",9.8G,3.8Gb,2019-06-07
SRX5951054[accn],NextSeq 500,SRR9178080,"32,683,674",9.8G,3.8Gb,2019-06-07
SRX5950940[accn],NextSeq 500,SRR9178194,"30,022,198",9G,3.9Gb,2019-06-07
SRX5950940[accn],NextSeq 500,SRR9178194,"30,022,198",9G,3.9Gb,2019-06-07
SRX5951037[accn],NextSeq 500,SRR9178097,"31,069,497",9.3G,4Gb,2019-06-07
SRX5951037[accn],NextSeq 500,SRR9178097,"31,069,497",9.3G,4Gb,2019-06-07
SRX5950941[accn],NextSeq 500,SRR9178193,"34,534,162",10.3G,4.4Gb,2019-06-07
SRX5950941[accn],NextSeq 500,SRR9178193,"34,534,162",10.3G,4.4Gb,2019-06-07
SRX5951025[accn],NextSeq 500,SRR9178109,"32,696,112",9.8G,4.2Gb,2019-06-07
SRX5951025[accn],NextSeq 500,SRR9178109,"32,696,112",9.8G,4.2Gb,2019-06-07
SRX5950847[accn],NextSeq 500,SRR9178287,"38,565,076",11.6G,4.9Gb,2019-06-07
SRX5950847[accn],NextSeq 500,SRR9178287,"38,565,076",11.6G,4.9Gb,2019-06-07
SRX5950909[accn],NextSeq 500,SRR9178225,"46,713,429",14G,6Gb,2019-06-07
SRX5950909[accn],NextSeq 500,SRR9178225,"46,713,429",14G,6Gb,2019-06-07
SRX5951119[accn],NextSeq 500,SRR9178484,"38,319,561",11.5G,4.9Gb,2019-06-07
SRX5951119[accn],NextSeq 500,SRR9178484,"38,319,561",11.5G,4.9Gb,2019-06-07
SRX5951044[accn],NextSeq 500,SRR9178090,"32,624,995",9.8G,4.2Gb,2019-06-07
SRX5951044[accn],NextSeq 500,SRR9178090,"32,624,995",9.8G,4.2Gb,2019-06-07
SRX5950907[accn],NextSeq 500,SRR9178227,"42,544,430",12.8G,5.5Gb,2019-06-07
SRX5950907[accn],NextSeq 500,SRR9178227,"42,544,430",12.8G,5.5Gb,2019-06-07
SRX5950850[accn],NextSeq 500,SRR9178284,"40,857,667",12.3G,5.4Gb,2019-06-07
SRX5950850[accn],NextSeq 500,SRR9178284,"40,857,667",12.3G,5.4Gb,2019-06-07
SRX5951043[accn],NextSeq 500,SRR9178091,"63,682,019",19.1G,8.3Gb,2019-06-07
SRX5951043[accn],NextSeq 500,SRR9178091,"63,682,019",19.1G,8.3Gb,2019-06-07
SRX5950798[accn],NextSeq 500,SRR9178336,"55,431,241",16.5G,7Gb,2019-06-07
SRX5950798[accn],NextSeq 500,SRR9178336,"55,431,241",16.5G,7Gb,2019-06-07
SRX5951034[accn],NextSeq 500,SRR9178100,"21,365,091",6.3G,2.7Gb,2019-06-07
SRX5951034[accn],NextSeq 500,SRR9178100,"21,365,091",6.3G,2.7Gb,2019-06-07
SRX5950901[accn],NextSeq 500,SRR9178233,"21,546,284",6.4G,2.8Gb,2019-06-07
SRX5950901[accn],NextSeq 500,SRR9178233,"21,546,284",6.4G,2.8Gb,2019-06-07
SRX5950914[accn],NextSeq 500,SRR9178220,"29,287,943",8.8G,3.8Gb,2019-06-07
SRX5950914[accn],NextSeq 500,SRR9178220,"29,287,943",8.8G,3.8Gb,2019-06-07
SRX5950943[accn],NextSeq 500,SRR9178191,"41,438,887",12.4G,5.4Gb,2019-06-07
SRX5950943[accn],NextSeq 500,SRR9178191,"41,438,887",12.4G,5.4Gb,2019-06-07
SRX5951052[accn],NextSeq 500,SRR9178082,"37,841,135",11.3G,4.9Gb,2019-06-07
SRX5951052[accn],NextSeq 500,SRR9178082,"37,841,135",11.3G,4.9Gb,2019-06-07
SRX5950732[accn],NextSeq 500,SRR9178402,"44,743,655",13.4G,5.8Gb,2019-06-07
SRX5950732[accn],NextSeq 500,SRR9178402,"44,743,655",13.4G,5.8Gb,2019-06-07
SRX5950976[accn],NextSeq 500,SRR9178158,"37,220,339",11.2G,4.9Gb,2019-06-07
SRX5950976[accn],NextSeq 500,SRR9178158,"37,220,339",11.2G,4.9Gb,2019-06-07
SRX5951144[accn],NextSeq 500,SRR9178459,"40,469,360",12.1G,5.3Gb,2019-06-07
SRX5951144[accn],NextSeq 500,SRR9178459,"40,469,360",12.1G,5.3Gb,2019-06-07
SRX5951194[accn],NextSeq 500,SRR9178409,"34,290,704",10.3G,4.5Gb,2019-06-07
SRX5951194[accn],NextSeq 500,SRR9178409,"34,290,704",10.3G,4.5Gb,2019-06-07
SRX5951053[accn],NextSeq 500,SRR9178081,"48,538,533",14.5G,6.3Gb,2019-06-07
SRX5951053[accn],NextSeq 500,SRR9178081,"48,538,533",14.5G,6.3Gb,2019-06-07
SRX5951146[accn],NextSeq 500,SRR9178457,"47,185,039",14.2G,6.2Gb,2019-06-07
SRX5951146[accn],NextSeq 500,SRR9178457,"47,185,039",14.2G,6.2Gb,2019-06-07
SRX5950922[accn],NextSeq 500,SRR9178212,"36,948,428",11.1G,4.8Gb,2019-06-07
SRX5950922[accn],NextSeq 500,SRR9178212,"36,948,428",11.1G,4.8Gb,2019-06-07
SRX5950855[accn],NextSeq 500,SRR9178279,"19,458,680",5.8G,2.5Gb,2019-06-07
SRX5950855[accn],NextSeq 500,SRR9178279,"19,458,680",5.8G,2.5Gb,2019-06-07
SRX5951160[accn],NextSeq 500,SRR9178443,"21,754,954",6.5G,2.8Gb,2019-06-07
