experiment,instrument,run,spots,bases,size,published
ERX556112[accn],Illumina HiSeq 2000,ERR599005,"99,201,488",19.4G,13Gb,2014-09-13
ERX556112[accn],Illumina HiSeq 2000,ERR599005,"99,201,488",19.4G,13Gb,2014-09-13
ERX555911[accn],Illumina HiSeq 2000,ERR599048,"44,775,584",8.9G,5.3Gb,2014-09-13
ERX555911[accn],Illumina HiSeq 2000,ERR599048,"44,775,584",8.9G,5.3Gb,2014-09-13
ERX556185[accn],Illumina HiSeq 2000,ERR599213,"186,783,453",36.3G,23.9Gb,2014-09-16
ERX556185[accn],Illumina HiSeq 2000,ERR599213,"186,783,453",36.3G,23.9Gb,2014-09-16
ERX555995[accn],Illumina HiSeq 2000,ERR599010,"30,059,067",5.7G,3.7Gb,2014-09-13
ERX555995[accn],Illumina HiSeq 2000,ERR599010,"30,059,067",5.7G,3.7Gb,2014-09-13
ERX555999[accn],Illumina HiSeq 2000,ERR599126,"200,803,577",39.1G,26.1Gb,2014-09-13
ERX555999[accn],Illumina HiSeq 2000,ERR599126,"200,803,577",39.1G,26.1Gb,2014-09-13
ERX552296[accn],Illumina HiSeq 2000,ERR594310,"194,974,025",39.4G,25.3Gb,2014-09-07
ERX552296[accn],Illumina HiSeq 2000,ERR594310,"194,974,025",39.4G,25.3Gb,2014-09-07
ERX552272[accn],Illumina HiSeq 2000,ERR594286,"158,033,031",31.9G,20.2Gb,2014-09-07
ERX552272[accn],Illumina HiSeq 2000,ERR594286,"158,033,031",31.9G,20.2Gb,2014-09-07
ERX555940[accn],Illumina HiSeq 2000,ERR599040,"33,111,936",6.1G,3.9Gb,2014-09-13
ERX555940[accn],Illumina HiSeq 2000,ERR599040,"33,111,936",6.1G,3.9Gb,2014-09-13
ERX555959[accn],Illumina HiSeq 2000,ERR599148,"183,564,258",35.5G,23.8Gb,2014-09-13
ERX555959[accn],Illumina HiSeq 2000,ERR599148,"183,564,258",35.5G,23.8Gb,2014-09-13
ERX552295[accn],Illumina HiSeq 2000,ERR594321,"167,500,629",33.8G,21.2Gb,2014-09-07
ERX552295[accn],Illumina HiSeq 2000,ERR594321,"167,500,629",33.8G,21.2Gb,2014-09-07
ERX552282[accn],Illumina HiSeq 2000,ERR594298,"164,650,714",33.3G,22.2Gb,2014-09-07
ERX552282[accn],Illumina HiSeq 2000,ERR594298,"164,650,714",33.3G,22.2Gb,2014-09-07
ERX556123[accn],Illumina HiSeq 2000,ERR599000,"194,617,234",38.3G,24.8Gb,2014-09-13
ERX556123[accn],Illumina HiSeq 2000,ERR599000,"194,617,234",38.3G,24.8Gb,2014-09-13
ERX556131[accn],Illumina HiSeq 2000,ERR599154,"29,607,890",5.9G,3.6Gb,2014-09-13
ERX556131[accn],Illumina HiSeq 2000,ERR599154,"29,607,890",5.9G,3.6Gb,2014-09-13
ERX552260[accn],Illumina HiSeq 2000,ERR594333,"195,634,647",39.5G,25.8Gb,2014-09-07
ERX552260[accn],Illumina HiSeq 2000,ERR594333,"195,634,647",39.5G,25.8Gb,2014-09-07
ERX556170[accn],Illumina HiSeq 2000,ERR599230,"152,025,846",30G,18.2Gb,2014-09-16
ERX556170[accn],Illumina HiSeq 2000,ERR599230,"152,025,846",30G,18.2Gb,2014-09-16
ERX556088[accn],Illumina HiSeq 2000,ERR599006,"206,080,531",39.9G,27.6Gb,2014-09-13
ERX556088[accn],Illumina HiSeq 2000,ERR599006,"206,080,531",39.9G,27.6Gb,2014-09-13
ERX555968[accn],Illumina HiSeq 2000,ERR599022,"31,241,187",5.9G,3.6Gb,2014-09-13
ERX555968[accn],Illumina HiSeq 2000,ERR599022,"31,241,187",5.9G,3.6Gb,2014-09-13
ERX552274[accn],Illumina HiSeq 2000,ERR594340,"161,070,777",32.5G,20Gb,2014-09-07
ERX552274[accn],Illumina HiSeq 2000,ERR594340,"161,070,777",32.5G,20Gb,2014-09-07
ERX552254[accn],Illumina HiSeq 2000,ERR594332,"143,741,285",29G,18Gb,2014-09-07
ERX552254[accn],Illumina HiSeq 2000,ERR594332,"143,741,285",29G,18Gb,2014-09-07
ERX556085[accn],Illumina HiSeq 2000,ERR599046,"29,515,610",5.6G,3.4Gb,2014-09-13
ERX556085[accn],Illumina HiSeq 2000,ERR599046,"29,515,610",5.6G,3.4Gb,2014-09-13
ERX556075[accn],Illumina HiSeq 2000,ERR599101,"199,637,522",39.2G,25.7Gb,2014-09-13
ERX556075[accn],Illumina HiSeq 2000,ERR599101,"199,637,522",39.2G,25.7Gb,2014-09-13
ERX552252[accn],Illumina HiSeq 2000,ERR594336,"202,866,295",41G,27Gb,2014-09-07
ERX552252[accn],Illumina HiSeq 2000,ERR594336,"202,866,295",41G,27Gb,2014-09-07
ERX552253[accn],Illumina HiSeq 2000,ERR594303,"155,784,059",31.5G,19.5Gb,2014-09-07
ERX552253[accn],Illumina HiSeq 2000,ERR594303,"155,784,059",31.5G,19.5Gb,2014-09-07
ERX556095[accn],Illumina HiSeq 2000,ERR599124,"30,298,285",6G,3.6Gb,2014-09-13
ERX556095[accn],Illumina HiSeq 2000,ERR599124,"30,298,285",6G,3.6Gb,2014-09-13
ERX556090[accn],Illumina HiSeq 2000,ERR599159,"211,860,640",40.7G,28.5Gb,2014-09-13
ERX556090[accn],Illumina HiSeq 2000,ERR599159,"211,860,640",40.7G,28.5Gb,2014-09-13
ERX552271[accn],Illumina HiSeq 2000,ERR594289,"151,988,610",30.7G,19.5Gb,2014-09-07
ERX552271[accn],Illumina HiSeq 2000,ERR594289,"151,988,610",30.7G,19.5Gb,2014-09-07
ERX556234[accn],Illumina HiSeq 2000,ERR599246,"185,667,066",35.7G,24.1Gb,2014-09-16
ERX556234[accn],Illumina HiSeq 2000,ERR599246,"185,667,066",35.7G,24.1Gb,2014-09-16
ERX555925[accn],Illumina HiSeq 2000,ERR599009,"82,951,389",16.3G,10.6Gb,2014-09-13
ERX555925[accn],Illumina HiSeq 2000,ERR599009,"82,951,389",16.3G,10.6Gb,2014-09-13
ERX556030[accn],Illumina HiSeq 2000,ERR599035,"51,495,893",10.3G,6.1Gb,2014-09-13
ERX556030[accn],Illumina HiSeq 2000,ERR599035,"51,495,893",10.3G,6.1Gb,2014-09-13
ERX555998[accn],Illumina HiSeq 2000,ERR599027,"35,978,284",7.2G,4.2Gb,2014-09-13
ERX555998[accn],Illumina HiSeq 2000,ERR599027,"35,978,284",7.2G,4.2Gb,2014-09-13
ERX555915[accn],Illumina HiSeq 2000,ERR599122,"186,132,002",36.3G,24.5Gb,2014-09-13
ERX555915[accn],Illumina HiSeq 2000,ERR599122,"186,132,002",36.3G,24.5Gb,2014-09-13
ERX555982[accn],Illumina HiSeq 2000,ERR598945,"33,639,827",6.7G,3.9Gb,2014-09-13
ERX555982[accn],Illumina HiSeq 2000,ERR598945,"33,639,827",6.7G,3.9Gb,2014-09-13
ERX556058[accn],Illumina HiSeq 2000,ERR599059,"187,525,521",36.8G,24.4Gb,2014-09-13
ERX556058[accn],Illumina HiSeq 2000,ERR599059,"187,525,521",36.8G,24.4Gb,2014-09-13
ERX556133[accn],Illumina HiSeq 2000,ERR599090,"163,038,595",31.9G,21.4Gb,2014-09-13
ERX556133[accn],Illumina HiSeq 2000,ERR599090,"163,038,595",31.9G,21.4Gb,2014-09-13
ERX556110[accn],Illumina HiSeq 2000,ERR599176,"37,811,950",7.6G,4.4Gb,2014-09-13
ERX556110[accn],Illumina HiSeq 2000,ERR599176,"37,811,950",7.6G,4.4Gb,2014-09-13
ERX556064[accn],Illumina HiSeq 2000,ERR599104,"32,068,490",6.4G,3.8Gb,2014-09-13
ERX556064[accn],Illumina HiSeq 2000,ERR599104,"32,068,490",6.4G,3.8Gb,2014-09-13
ERX555997[accn],Illumina HiSeq 2000,ERR599121,"186,420,792",35.9G,25.2Gb,2014-09-13
ERX555997[accn],Illumina HiSeq 2000,ERR599121,"186,420,792",35.9G,25.2Gb,2014-09-13
ERX556139[accn],Illumina HiSeq 2000,ERR599008,"165,789,358",32.3G,21.4Gb,2014-09-13
ERX556139[accn],Illumina HiSeq 2000,ERR599008,"165,789,358",32.3G,21.4Gb,2014-09-13
ERX555942[accn],Illumina HiSeq 2000,ERR599125,"38,042,263",7.6G,4.5Gb,2014-09-13
ERX555942[accn],Illumina HiSeq 2000,ERR599125,"38,042,263",7.6G,4.5Gb,2014-09-13
ERX556181[accn],Illumina HiSeq 2000,ERR599227,"162,082,595",32G,19.6Gb,2014-09-16
ERX556181[accn],Illumina HiSeq 2000,ERR599227,"162,082,595",32G,19.6Gb,2014-09-16
ERX555965[accn],Illumina HiSeq 2000,ERR599064,"137,491,742",27.4G,17Gb,2014-09-13
ERX555965[accn],Illumina HiSeq 2000,ERR599064,"137,491,742",27.4G,17Gb,2014-09-13
ERX556045[accn],Illumina HiSeq 2000,ERR598965,"169,305,863",33.5G,20.3Gb,2014-09-13
ERX556045[accn],Illumina HiSeq 2000,ERR598965,"169,305,863",33.5G,20.3Gb,2014-09-13
ERX555988[accn],Illumina HiSeq 2000,ERR599050,"230,009,431",45.5G,29.1Gb,2014-09-13
ERX555988[accn],Illumina HiSeq 2000,ERR599050,"230,009,431",45.5G,29.1Gb,2014-09-13
ERX556130[accn],Illumina HiSeq 2000,ERR598967,"188,910,040",37.4G,24.6Gb,2014-09-13
ERX556130[accn],Illumina HiSeq 2000,ERR598967,"188,910,040",37.4G,24.6Gb,2014-09-13
ERX947988[accn],Illumina HiSeq 2000,ERR868417,"219,812,552",43.2G,28.5Gb,2015-05-06
ERX947988[accn],Illumina HiSeq 2000,ERR868417,"219,812,552",43.2G,28.5Gb,2015-05-06
ERX556049[accn],Illumina HiSeq 2000,ERR599093,"82,380,100",16.3G,10.4Gb,2014-09-13
ERX556049[accn],Illumina HiSeq 2000,ERR599093,"82,380,100",16.3G,10.4Gb,2014-09-13
ERX555979[accn],Illumina HiSeq 2000,ERR599120,"44,191,270",8.8G,5.2Gb,2014-09-13
ERX555979[accn],Illumina HiSeq 2000,ERR599120,"44,191,270",8.8G,5.2Gb,2014-09-13
ERX555928[accn],Illumina HiSeq 2000,ERR599042,"39,848,294",7.9G,4.6Gb,2014-09-13
ERX555928[accn],Illumina HiSeq 2000,ERR599042,"39,848,294",7.9G,4.6Gb,2014-09-13
ERX556065[accn],Illumina HiSeq 2000,ERR599079,"87,774,440",17.3G,11.4Gb,2014-09-13
ERX556065[accn],Illumina HiSeq 2000,ERR599079,"87,774,440",17.3G,11.4Gb,2014-09-13
ERX555944[accn],Illumina HiSeq 2000,ERR599071,"189,128,623",36.9G,24.9Gb,2014-09-13
ERX555944[accn],Illumina HiSeq 2000,ERR599071,"189,128,623",36.9G,24.9Gb,2014-09-13
