experiment,instrument,run,spots,bases,size,published
ERX552278[accn],Illumina HiSeq 2000,ERR594287,"79,690,789",15.8G,9.5Gb,2014-09-07
ERX552241[accn],Illumina HiSeq 2000,ERR594311,"149,696,490",29.9G,17.4Gb,2014-09-07
ERX552241[accn],Illumina HiSeq 2000,ERR594311,"149,696,490",29.9G,17.4Gb,2014-09-07
ERX552257[accn],Illumina HiSeq 2000,ERR594296,"172,793,806",34.2G,21.5Gb,2014-09-07
ERX552257[accn],Illumina HiSeq 2000,ERR594296,"172,793,806",34.2G,21.5Gb,2014-09-07
ERX546861[accn],Illumina HiSeq 2000,ERR588857,"126,456,043",24.7G,15.6Gb,2014-08-30
ERX546861[accn],Illumina HiSeq 2000,ERR588857,"126,456,043",24.7G,15.6Gb,2014-08-30
ERX556077[accn],Illumina HiSeq 2000,ERR598988,"46,703,465",9.3G,5.4Gb,2014-09-13
ERX556077[accn],Illumina HiSeq 2000,ERR598988,"46,703,465",9.3G,5.4Gb,2014-09-13
ERX556036[accn],Illumina HiSeq 2000,ERR599084,"46,823,083",9.4G,5.4Gb,2014-09-13
ERX556036[accn],Illumina HiSeq 2000,ERR599084,"46,823,083",9.4G,5.4Gb,2014-09-13
ERX555955[accn],Illumina HiSeq 2000,ERR599089,"46,636,365",9.3G,5.4Gb,2014-09-13
ERX555955[accn],Illumina HiSeq 2000,ERR599089,"46,636,365",9.3G,5.4Gb,2014-09-13
ERX556089[accn],Illumina HiSeq 2000,ERR599161,"45,834,609",9.2G,5.4Gb,2014-09-13
ERX556089[accn],Illumina HiSeq 2000,ERR599161,"45,834,609",9.2G,5.4Gb,2014-09-13
ERX552269[accn],Illumina HiSeq 2000,ERR594285,"90,034,169",18G,10.8Gb,2014-09-07
ERX552269[accn],Illumina HiSeq 2000,ERR594285,"90,034,169",18G,10.8Gb,2014-09-07
ERX552239[accn],Illumina HiSeq 2000,ERR594343,"153,406,468",30.7G,17.9Gb,2014-09-07
ERX552239[accn],Illumina HiSeq 2000,ERR594343,"153,406,468",30.7G,17.9Gb,2014-09-07
ERX552284[accn],Illumina HiSeq 2000,ERR594338,"168,021,939",33.2G,20.4Gb,2014-09-07
ERX552284[accn],Illumina HiSeq 2000,ERR594338,"168,021,939",33.2G,20.4Gb,2014-09-07
ERX555908[accn],Illumina HiSeq 2000,ERR599066,"40,806,380",8.1G,4.9Gb,2014-09-13
ERX555908[accn],Illumina HiSeq 2000,ERR599066,"40,806,380",8.1G,4.9Gb,2014-09-13
ERX555938[accn],Illumina HiSeq 2000,ERR599091,"40,691,545",8.1G,4.8Gb,2014-09-13
ERX555938[accn],Illumina HiSeq 2000,ERR599091,"40,691,545",8.1G,4.8Gb,2014-09-13
ERX556044[accn],Illumina HiSeq 2000,ERR599114,"40,936,449",8.2G,4.8Gb,2014-09-13
ERX556044[accn],Illumina HiSeq 2000,ERR599114,"40,936,449",8.2G,4.8Gb,2014-09-13
ERX555960[accn],Illumina HiSeq 2000,ERR599119,"41,818,200",8.4G,4.9Gb,2014-09-13
ERX555960[accn],Illumina HiSeq 2000,ERR599119,"41,818,200",8.4G,4.9Gb,2014-09-13
ERX552292[accn],Illumina HiSeq 2000,ERR594344,"87,247,031",17.2G,11.4Gb,2014-09-07
ERX552292[accn],Illumina HiSeq 2000,ERR594344,"87,247,031",17.2G,11.4Gb,2014-09-07
ERX552287[accn],Illumina HiSeq 2000,ERR594339,"190,451,809",37.6G,24.8Gb,2014-09-07
ERX552287[accn],Illumina HiSeq 2000,ERR594339,"190,451,809",37.6G,24.8Gb,2014-09-07
ERX552276[accn],Illumina HiSeq 2000,ERR594323,"174,100,100",33.7G,22.4Gb,2014-09-07
ERX552276[accn],Illumina HiSeq 2000,ERR594323,"174,100,100",33.7G,22.4Gb,2014-09-07
ERX555935[accn],Illumina HiSeq 2000,ERR599156,"185,401,512",36.5G,23.5Gb,2014-09-13
ERX555935[accn],Illumina HiSeq 2000,ERR599156,"185,401,512",36.5G,23.5Gb,2014-09-13
ERX552285[accn],Illumina HiSeq 2000,ERR594341,"103,829,881",20.3G,13.6Gb,2014-09-07
ERX552285[accn],Illumina HiSeq 2000,ERR594341,"103,829,881",20.3G,13.6Gb,2014-09-07
ERX552256[accn],Illumina HiSeq 2000,ERR594342,"177,692,252",35.1G,22.8Gb,2014-09-07
ERX552256[accn],Illumina HiSeq 2000,ERR594342,"177,692,252",35.1G,22.8Gb,2014-09-07
ERX552249[accn],Illumina HiSeq 2000,ERR594300,"196,640,054",38.5G,26.2Gb,2014-09-07
ERX552249[accn],Illumina HiSeq 2000,ERR594300,"196,640,054",38.5G,26.2Gb,2014-09-07
ERX555990[accn],Illumina HiSeq 2000,ERR599038,"153,192,261",30.4G,18.2Gb,2014-09-13
ERX555990[accn],Illumina HiSeq 2000,ERR599038,"153,192,261",30.4G,18.2Gb,2014-09-13
ERX556134[accn],Illumina HiSeq 2000,ERR599032,"148,907,935",29.6G,17.5Gb,2014-09-13
ERX556134[accn],Illumina HiSeq 2000,ERR599032,"148,907,935",29.6G,17.5Gb,2014-09-13
ERX948037[accn],Illumina HiSeq 2000,ERR868384,"190,366,655",37.3G,22.9Gb,2015-05-06
ERX948037[accn],Illumina HiSeq 2000,ERR868384,"190,366,655",37.3G,22.9Gb,2015-05-06
ERX556094[accn],Illumina HiSeq 2000,ERR599142,"166,713,789",33G,20.2Gb,2014-09-13
