experiment,instrument,run,spots,bases,size,published
ERX714262[accn],Illumina MiSeq,ERR770982,"1,608,978",725.7M,370Mb,2015-03-04
ERX714343[accn],Illumina MiSeq,ERR770983,"1,199,113",653.6M,346.3Mb,2015-03-04
ERX714343[accn],Illumina MiSeq,ERR770983,"1,199,113",653.6M,346.3Mb,2015-03-04
ERX714220[accn],Illumina MiSeq,ERR770984,"999,104",552.1M,285.9Mb,2015-03-04
ERX714220[accn],Illumina MiSeq,ERR770984,"999,104",552.1M,285.9Mb,2015-03-04
ERX714263[accn],Illumina MiSeq,ERR770985,"1,310,774",591.6M,304.5Mb,2015-03-04
ERX714263[accn],Illumina MiSeq,ERR770985,"1,310,774",591.6M,304.5Mb,2015-03-04
ERX714342[accn],Illumina MiSeq,ERR770986,"1,330,321",588.5M,297.6Mb,2015-03-04
ERX714342[accn],Illumina MiSeq,ERR770986,"1,330,321",588.5M,297.6Mb,2015-03-04
ERX714265[accn],Illumina MiSeq,ERR770987,"1,402,406",607.4M,301.3Mb,2015-03-04
ERX714265[accn],Illumina MiSeq,ERR770987,"1,402,406",607.4M,301.3Mb,2015-03-04
ERX714322[accn],Illumina MiSeq,ERR770989,"1,235,324",568.7M,293.4Mb,2015-03-04
ERX714322[accn],Illumina MiSeq,ERR770989,"1,235,324",568.7M,293.4Mb,2015-03-04
ERX714334[accn],Illumina MiSeq,ERR770990,"1,102,444",605M,317.4Mb,2015-03-04
ERX714334[accn],Illumina MiSeq,ERR770990,"1,102,444",605M,317.4Mb,2015-03-04
ERX714346[accn],Illumina MiSeq,ERR770991,"1,591,374",725.1M,376.9Mb,2015-03-04
ERX714346[accn],Illumina MiSeq,ERR770991,"1,591,374",725.1M,376.9Mb,2015-03-04
ERX714264[accn],Illumina MiSeq,ERR770992,"1,435,771",667.5M,346.4Mb,2015-03-04
ERX714264[accn],Illumina MiSeq,ERR770992,"1,435,771",667.5M,346.4Mb,2015-03-04
ERX714252[accn],Illumina MiSeq,ERR770993,"1,334,725",645.5M,342Mb,2015-03-04
ERX714252[accn],Illumina MiSeq,ERR770993,"1,334,725",645.5M,342Mb,2015-03-04
ERX714344[accn],Illumina MiSeq,ERR770994,"1,500,574",702.3M,358.9Mb,2015-03-04
ERX714344[accn],Illumina MiSeq,ERR770994,"1,500,574",702.3M,358.9Mb,2015-03-04
ERX714345[accn],Illumina MiSeq,ERR770995,"2,784,782",1.3G,626.4Mb,2015-03-04
ERX714345[accn],Illumina MiSeq,ERR770995,"2,784,782",1.3G,626.4Mb,2015-03-04
ERX714229[accn],Illumina MiSeq,ERR770996,"1,478,579",685.5M,352.1Mb,2015-03-04
ERX714229[accn],Illumina MiSeq,ERR770996,"1,478,579",685.5M,352.1Mb,2015-03-04
