experiment,instrument,run,spots,bases,size,published
ERX555941[accn],Illumina HiSeq 2000,ERR599014,"211,750,391",41.7G,27.4Gb,2014-09-13
ERX556008[accn],Illumina HiSeq 2000,ERR599020,"192,502,900",38G,24.5Gb,2014-09-13
ERX556008[accn],Illumina HiSeq 2000,ERR599020,"192,502,900",38G,24.5Gb,2014-09-13
ERX948100[accn],Illumina HiSeq 2000,ERR868443,"178,589,981",35.1G,21.8Gb,2015-05-06
ERX948100[accn],Illumina HiSeq 2000,ERR868443,"178,589,981",35.1G,21.8Gb,2015-05-06
ERX555933[accn],Illumina HiSeq 2000,ERR599077,"190,182,767",37.5G,24.1Gb,2014-09-13
ERX555933[accn],Illumina HiSeq 2000,ERR599077,"190,182,767",37.5G,24.1Gb,2014-09-13
ERX556060[accn],Illumina HiSeq 2000,ERR598961,"187,063,957",37.1G,23.5Gb,2014-09-13
ERX556060[accn],Illumina HiSeq 2000,ERR598961,"187,063,957",37.1G,23.5Gb,2014-09-13
ERX556070[accn],Illumina HiSeq 2000,ERR599086,"208,588,117",41G,27.2Gb,2014-09-13
ERX556070[accn],Illumina HiSeq 2000,ERR599086,"208,588,117",41G,27.2Gb,2014-09-13
ERX953572[accn],Illumina HiSeq 2000,ERR873963,"167,262,151",33.8G,22.8Gb,2015-05-08
ERX953572[accn],Illumina HiSeq 2000,ERR873963,"167,262,151",33.8G,22.8Gb,2015-05-08
ERX555919[accn],Illumina HiSeq 2000,ERR598954,"199,504,187",39.4G,25.4Gb,2014-09-13
ERX555919[accn],Illumina HiSeq 2000,ERR598954,"199,504,187",39.4G,25.4Gb,2014-09-13
ERX555966[accn],Illumina HiSeq 2000,ERR598957,"206,479,674",40.6G,26.5Gb,2014-09-13
ERX555966[accn],Illumina HiSeq 2000,ERR598957,"206,479,674",40.6G,26.5Gb,2014-09-13
ERX555993[accn],Illumina HiSeq 2000,ERR599072,"151,587,433",29.8G,18.4Gb,2014-09-13
ERX555993[accn],Illumina HiSeq 2000,ERR599072,"151,587,433",29.8G,18.4Gb,2014-09-13
ERX948001[accn],Illumina HiSeq 2000,ERR868365,"187,404,912",36.4G,24.1Gb,2015-05-06
ERX948001[accn],Illumina HiSeq 2000,ERR868365,"187,404,912",36.4G,24.1Gb,2015-05-06
ERX555947[accn],Illumina HiSeq 2000,ERR598992,"139,190,159",27.7G,16.4Gb,2014-09-13
ERX555947[accn],Illumina HiSeq 2000,ERR598992,"139,190,159",27.7G,16.4Gb,2014-09-13
ERX552250[accn],Illumina HiSeq 2000,ERR594292,"82,811,132",16.5G,9.9Gb,2014-09-07
ERX552250[accn],Illumina HiSeq 2000,ERR594292,"82,811,132",16.5G,9.9Gb,2014-09-07
ERX552264[accn],Illumina HiSeq 2000,ERR594307,"133,022,760",26.7G,15Gb,2014-09-07
ERX552264[accn],Illumina HiSeq 2000,ERR594307,"133,022,760",26.7G,15Gb,2014-09-07
ERX552238[accn],Illumina HiSeq 2000,ERR594306,"152,965,369",30.6G,18.1Gb,2014-09-07
ERX552238[accn],Illumina HiSeq 2000,ERR594306,"152,965,369",30.6G,18.1Gb,2014-09-07
ERX556047[accn],Illumina HiSeq 2000,ERR598999,"49,556,018",9.9G,5.9Gb,2014-09-13
ERX556047[accn],Illumina HiSeq 2000,ERR598999,"49,556,018",9.9G,5.9Gb,2014-09-13
ERX555936[accn],Illumina HiSeq 2000,ERR599033,"49,663,194",9.9G,5.9Gb,2014-09-13
ERX555936[accn],Illumina HiSeq 2000,ERR599033,"49,663,194",9.9G,5.9Gb,2014-09-13
ERX555981[accn],Illumina HiSeq 2000,ERR599083,"50,848,286",10.1G,6.1Gb,2014-09-13
